2026-08-03 00:24:09.967648 I VkTextCorrection: threshold len=3→len=3 score=0,287 thr=0,140 ✓
2026-08-03 00:24:09.969168 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 00:24:09.969296 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=true top=len=3 locale=en token=928 gen=63
2026-08-03 00:24:10.828368 I VkKeyPreview: show burst=5 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:10.897345 I VkKeyPreview: dismiss burst=5 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:10.897455 I VkKeyPress: keys pressed=664
2026-08-03 00:24:11.044934 I VkTextCorrection: threshold len=4→len=4 score=0,181 thr=0,140 ✓
2026-08-03 00:24:11.047526 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=930 gen=63
2026-08-03 00:24:11.197997 I VkTextCorrection: threshold len=5→len=5 score=0,093 thr=0,140 ○
2026-08-03 00:24:11.199377 I VkSuggestions: strip composing typedLen=5 candidates=13 autocorrect=false top=len=5 locale=en token=930 gen=63
2026-08-03 00:24:11.453388 I VkTextCorrection: threshold len=6→len=6 score=0,241 thr=0,140 ✓
2026-08-03 00:24:11.455891 I VkAutocorrect: will correct: len=6 → len=6
2026-08-03 00:24:11.456126 I VkSuggestions: strip composing typedLen=6 candidates=14 autocorrect=true top=len=6 locale=en token=931 gen=63
2026-08-03 00:24:13.296526 I VkTextCorrection: threshold len=5→len=5 score=0,093 thr=0,140 ○
2026-08-03 00:24:13.297771 I VkSuggestions: strip composing typedLen=5 candidates=13 autocorrect=false top=len=5 locale=en token=933 gen=63
2026-08-03 00:24:13.436142 I VkTextCorrection: threshold len=4→len=4 score=0,181 thr=0,140 ✓
2026-08-03 00:24:13.437314 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=934 gen=63
2026-08-03 00:24:13.600984 I VkTextCorrection: threshold len=3→len=3 score=0,287 thr=0,140 ✓
2026-08-03 00:24:13.602490 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 00:24:13.602665 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=true top=len=3 locale=en token=935 gen=63
2026-08-03 00:24:13.751401 I VkTextCorrection: threshold len=2→len=2 score=0,236 thr=0,140 ✓
2026-08-03 00:24:13.752605 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:13.752736 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=true top=len=2 locale=en token=936 gen=63
2026-08-03 00:24:13.933969 I VkTextCorrection: rerank composing head len=1→len=2
2026-08-03 00:24:13.935002 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=937 gen=63
2026-08-03 00:24:13.941479 I VkKeyPress: keys pressed=672
2026-08-03 00:24:14.062851 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=937 gen=63
2026-08-03 00:24:14.770906 I VkKeyPreview: show burst=3 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:14.866839 I VkKeyPreview: dismiss burst=3 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:14.988008 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=939 gen=63
2026-08-03 00:24:15.123551 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:15.123763 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=true top=len=2 locale=en token=939 gen=63
2026-08-03 00:24:15.348868 I VkTextCorrection: threshold len=3→len=3 score=0,112 thr=0,140 ○
2026-08-03 00:24:15.350797 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=940 gen=63
2026-08-03 00:24:16.956413 I VkTextCorrection: threshold len=2→len=2 score=0,234 thr=0,140 ✓
2026-08-03 00:24:16.957553 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:16.957694 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=true top=len=2 locale=en token=942 gen=63
2026-08-03 00:24:17.019459 I VkKeyPress: keys pressed=677
2026-08-03 00:24:17.136125 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=942 gen=63
2026-08-03 00:24:17.611334 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:17.611505 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=true top=len=2 locale=en token=944 gen=63
2026-08-03 00:24:17.806365 I VkTextCorrection: threshold len=3→len=3 score=0,262 thr=0,140 ✓
2026-08-03 00:24:17.807594 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 00:24:17.807705 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=true top=len=3 locale=en token=944 gen=63
2026-08-03 00:24:17.869522 I VkKeyPreview: show burst=5 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:17.964851 I VkKeyPreview: dismiss burst=5 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:18.076498 I VkTextCorrection: threshold len=4→len=4 score=0,081 thr=0,140 ○
2026-08-03 00:24:18.077563 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=945 gen=63
2026-08-03 00:24:18.382578 I VkTextCorrection: threshold len=5→len=5 score=0,194 thr=0,140 ✓
2026-08-03 00:24:18.383670 I VkAutocorrect: will correct: len=5 → len=5
2026-08-03 00:24:18.383776 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=true top=len=5 locale=en token=946 gen=63
2026-08-03 00:24:18.994916 I VkAutocorrect: picked: len=5
2026-08-03 00:24:19.101800 I VkNgram: merge locale=en prev=len=5 preds=8 contextual=8 assets=true
2026-08-03 00:24:19.103282 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=946 gen=64
2026-08-03 00:24:20.105542 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=948 gen=64
2026-08-03 00:24:20.160417 I VkKeyPress: keys pressed=683
2026-08-03 00:24:20.285283 I VkTextCorrection: threshold len=2→len=2 score=0,136 thr=0,140 ○
2026-08-03 00:24:20.286568 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=949 gen=64
2026-08-03 00:24:20.412651 I VkTextCorrection: threshold len=3→len=3 score=0,247 thr=0,140 ✓
2026-08-03 00:24:20.414226 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 00:24:20.414415 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=true top=len=3 locale=en token=950 gen=64
2026-08-03 00:24:20.566283 I VkTextCorrection: threshold len=4→len=6 score=0,000 thr=0,140 ○
2026-08-03 00:24:20.567189 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=950 gen=64
2026-08-03 00:24:20.883067 I VkKeyPreview: show burst=7 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:20.969769 I VkTextCorrection: threshold len=5→len=6 score=0,017 thr=0,140 ○
2026-08-03 00:24:20.971390 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=false top=len=5 locale=en token=952 gen=64
2026-08-03 00:24:20.982367 I VkKeyPreview: dismiss burst=7 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:21.094172 I VkTextCorrection: threshold len=6→len=6 score=0,298 thr=0,140 ✓
2026-08-03 00:24:21.095851 I VkAutocorrect: will correct: len=6 → len=6
2026-08-03 00:24:21.096065 I VkSuggestions: strip composing typedLen=6 candidates=14 autocorrect=true top=len=6 locale=en token=953 gen=64
2026-08-03 00:24:21.227189 I VkTextCorrection: threshold len=7→len=6 score=0,000 thr=0,140 ○
2026-08-03 00:24:21.228279 I VkSuggestions: strip composing typedLen=7 candidates=15 autocorrect=false top=len=7 locale=en token=953 gen=64
2026-08-03 00:24:22.430849 I VkAutocorrect: picked: len=6
2026-08-03 00:24:22.533234 I VkNgram: merge locale=en prev=len=6 preds=8 contextual=8 assets=true
2026-08-03 00:24:22.534172 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=953 gen=65
2026-08-03 00:24:22.922603 I VkTextCorrection: rerank composing head len=3→len=2
2026-08-03 00:24:22.923432 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=955 gen=65
2026-08-03 00:24:23.037717 I VkTextCorrection: rerank composing head len=2→len=5
2026-08-03 00:24:23.038549 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=955 gen=65
2026-08-03 00:24:23.257421 I VkKeyPress: keys pressed=691
2026-08-03 00:24:23.258471 I VkAutocorrect: kept (typing): len=2
2026-08-03 00:24:23.359014 I VkNgram: merge locale=en prev=len=2 preds=8 contextual=8 assets=true
2026-08-03 00:24:23.359626 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=956 gen=66
2026-08-03 00:24:23.920740 I VkKeyPreview: show burst=5 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:23.949284 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=958 gen=66
2026-08-03 00:24:23.995987 I VkKeyPreview: dismiss burst=5 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:24.203995 I VkTextCorrection: threshold len=3→len=3 score=0,098 thr=0,140 ○
2026-08-03 00:24:24.204652 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=959 gen=66
2026-08-03 00:24:24.524902 I VkTextCorrection: threshold len=4→len=4 score=0,170 thr=0,140 ✓
2026-08-03 00:24:24.526142 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=961 gen=66
2026-08-03 00:24:24.552946 I VkAutocorrect: kept (typing): len=4
2026-08-03 00:24:24.664856 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=961 gen=67
2026-08-03 00:24:24.870685 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=963 gen=67
2026-08-03 00:24:25.117628 I VkTextCorrection: threshold len=3→len=3 score=0,376 thr=0,140 ✓
2026-08-03 00:24:25.118737 I VkAutocorrect: will correct: len=3 → len=7
2026-08-03 00:24:25.118877 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=true top=len=3 locale=en token=965 gen=67
2026-08-03 00:24:25.277768 I VkTextCorrection: threshold len=4→len=4 score=0,308 thr=0,140 ✓
2026-08-03 00:24:25.279283 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:25.279475 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=true top=len=4 locale=en token=965 gen=67
2026-08-03 00:24:26.251234 I VkAutocorrect: picked: len=4
2026-08-03 00:24:26.353779 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-03 00:24:26.354846 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=965 gen=68
2026-08-03 00:24:27.149645 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=965 gen=68
2026-08-03 00:24:28.144131 I VkAutocorrect: picked: len=4
2026-08-03 00:24:28.247593 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=965 gen=69
2026-08-03 00:24:28.843147 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=965 gen=69
2026-08-03 00:24:29.856386 I VkKeyPress: keys pressed=701
2026-08-03 00:24:29.857639 I VkAutocorrect: kept (typing): len=4
2026-08-03 00:24:29.958400 I VkTextCorrection: rerank prediction head len=2→len=3
2026-08-03 00:24:29.959101 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=966 gen=70
2026-08-03 00:24:30.435095 I VkKeyPreview: show burst=7 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:30.516008 I VkKeyPreview: dismiss burst=7 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:30.649669 I VkTextCorrection: rerank composing head len=3→len=4
2026-08-03 00:24:30.650935 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=968 gen=70
2026-08-03 00:24:30.841160 I VkTextCorrection: rerank composing head len=3→len=3
2026-08-03 00:24:30.841429 I VkTextCorrection: threshold len=2→len=2 score=0,219 thr=0,140 ✓
2026-08-03 00:24:30.843317 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:30.843498 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=true top=len=2 locale=en token=969 gen=70
2026-08-03 00:24:30.964645 I VkTextCorrection: threshold len=3→len=3 score=0,195 thr=0,140 ✓
2026-08-03 00:24:30.969685 I VkAutocorrect: will correct: len=3 → len=3
2026-08-03 00:24:30.970276 I VkSuggestions: strip composing typedLen=3 candidates=12 autocorrect=true top=len=3 locale=en token=970 gen=70
2026-08-03 00:24:31.131114 I VkTextCorrection: threshold len=4→len=4 score=0,165 thr=0,140 ✓
2026-08-03 00:24:31.133023 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:31.133188 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=true top=len=4 locale=en token=971 gen=70
2026-08-03 00:24:31.144739 I VkAutocorrect: committed (typing): len=4 → len=4
2026-08-03 00:24:31.249186 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=971 gen=71
2026-08-03 00:24:32.571010 I VkTextCorrection: reject learned len=4→len=4 count=1
2026-08-03 00:24:32.627865 I VkTextCorrection: rerank composing head len=4→len=3
2026-08-03 00:24:32.628980 I VkSuggestions: strip composing typedLen=4 candidates=12 autocorrect=false top=len=4 locale=en token=972 gen=71
2026-08-03 00:24:32.723020 I VkTextCorrection: rerank composing head len=4→len=3
2026-08-03 00:24:32.724737 I VkSuggestions: strip composing typedLen=4 candidates=12 autocorrect=false top=len=4 locale=en token=973 gen=71
2026-08-03 00:24:32.741877 I AdManager: resume-deferred fire suspended=false
2026-08-03 00:24:32.869386 I VkSuggestions: strip composing typedLen=3 candidates=12 autocorrect=false top=len=3 locale=en token=974 gen=71
2026-08-03 00:24:32.903278 I VkKeyPress: keys pressed=709
2026-08-03 00:24:33.007733 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=false top=len=2 locale=en token=975 gen=71
2026-08-03 00:24:33.156057 I VkSuggestions: strip composing typedLen=1 candidates=12 autocorrect=false top=len=1 locale=en token=975 gen=71
2026-08-03 00:24:33.554421 I VkKeyPreview: show burst=4 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:33.638992 I VkKeyPreview: dismiss burst=4 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:33.751154 I VkSuggestions: strip composing typedLen=2 candidates=10 autocorrect=false top=len=2 locale=en token=976 gen=71
2026-08-03 00:24:34.003923 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=978 gen=71
2026-08-03 00:24:34.165157 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=979 gen=71
2026-08-03 00:24:34.217501 I VkAutocorrect: kept (typing): len=4
2026-08-03 00:24:34.324698 I VkSuggestions: strip prediction typedLen=0 candidates=2 autocorrect=false top=len=2 locale=en token=979 gen=72
2026-08-03 00:24:34.886553 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=981 gen=72
2026-08-03 00:24:35.089197 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=982 gen=72
2026-08-03 00:24:35.247856 I VkSuggestions: strip composing typedLen=2 candidates=10 autocorrect=false top=len=2 locale=en token=983 gen=72
2026-08-03 00:24:35.406136 I VkSuggestions: strip composing typedLen=1 candidates=12 autocorrect=false top=len=1 locale=en token=983 gen=72
2026-08-03 00:24:35.930736 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=false top=len=2 locale=en token=984 gen=72
2026-08-03 00:24:36.110403 I VkKeyPress: keys pressed=720
2026-08-03 00:24:36.222394 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=985 gen=72
2026-08-03 00:24:36.427150 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=986 gen=72
2026-08-03 00:24:37.225590 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=988 gen=72
2026-08-03 00:24:37.342186 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=false top=len=2 locale=en token=989 gen=72
2026-08-03 00:24:37.511891 I VkSuggestions: strip composing typedLen=1 candidates=12 autocorrect=false top=len=1 locale=en token=989 gen=72
2026-08-03 00:24:38.087313 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:38.166712 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:38.292528 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=991 gen=72
2026-08-03 00:24:38.480931 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=991 gen=72
2026-08-03 00:24:38.688134 I VkTextCorrection: rerank composing head len=4→len=2
2026-08-03 00:24:38.689850 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=992 gen=72
2026-08-03 00:24:39.165272 I VkKeyPress: keys pressed=728
2026-08-03 00:24:39.166991 I VkAutocorrect: kept (typing): len=4
2026-08-03 00:24:39.269428 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=993 gen=73
2026-08-03 00:24:39.864901 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=995 gen=73
2026-08-03 00:24:40.029352 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=996 gen=73
2026-08-03 00:24:40.192228 I VkTextCorrection: threshold len=3→len=2 score=0,086 thr=0,140 ○
2026-08-03 00:24:40.193515 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=996 gen=73
2026-08-03 00:24:40.911432 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=998 gen=73
2026-08-03 00:24:41.087992 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=999 gen=73
2026-08-03 00:24:41.266967 I VkTextCorrection: rerank prediction head len=2→len=3
2026-08-03 00:24:41.268560 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1000 gen=73
2026-08-03 00:24:41.344185 I VkTextCorrection: rerank composing head len=4→len=2
2026-08-03 00:24:41.347157 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=1000 gen=73
2026-08-03 00:24:41.587938 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=1002 gen=73
2026-08-03 00:24:41.754250 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=1002 gen=73
2026-08-03 00:24:42.206344 I VkSuggestions: strip composing typedLen=1 candidates=12 autocorrect=false top=len=1 locale=en token=1003 gen=73
2026-08-03 00:24:42.644233 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:42.719982 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:42.720156 I VkKeyPress: keys pressed=739
2026-08-03 00:24:42.919798 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=1005 gen=73
2026-08-03 00:24:43.194377 I VkTextCorrection: rerank composing head len=6→len=2
2026-08-03 00:24:43.196457 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=1006 gen=73
2026-08-03 00:24:43.296358 I VkAutocorrect: kept (typing): len=4
2026-08-03 00:24:43.405776 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1007 gen=74
2026-08-03 00:24:44.073040 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=1010 gen=74
2026-08-03 00:24:44.211241 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=1011 gen=74
2026-08-03 00:24:44.219052 I VkAutocorrect: kept (typing): len=3
2026-08-03 00:24:44.324983 I VkNgram: merge locale=en prev=len=3 preds=8 contextual=8 assets=true
2026-08-03 00:24:44.326533 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1011 gen=75
2026-08-03 00:24:44.926936 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=1012 gen=75
2026-08-03 00:24:45.260929 I VkTextCorrection: threshold len=2→len=2 score=0,189 thr=0,140 ✓
2026-08-03 00:24:45.262161 I VkAutocorrect: will correct: len=2 → len=2
2026-08-03 00:24:45.262337 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=true top=len=2 locale=en token=1014 gen=75
2026-08-03 00:24:45.396064 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=1014 gen=75
2026-08-03 00:24:45.590690 I VkTextCorrection: threshold len=4→len=4 score=0,398 thr=0,140 ✓
2026-08-03 00:24:45.592043 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:45.592185 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=true top=len=4 locale=en token=1016 gen=75
2026-08-03 00:24:45.616274 I VkAutocorrect: committed (typing): len=4 → len=4
2026-08-03 00:24:45.718353 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-03 00:24:45.719436 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1016 gen=76
2026-08-03 00:24:45.961169 I VkKeyPreview: show burst=10 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:46.060259 I VkKeyPreview: dismiss burst=10 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:46.060450 I VkKeyPress: keys pressed=752
2026-08-03 00:24:46.173422 I VkTextCorrection: rerank composing head len=2→len=3
2026-08-03 00:24:46.174775 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=1018 gen=76
2026-08-03 00:24:46.336236 I VkTextCorrection: threshold len=2→len=2 score=0,277 thr=0,140 ✓
2026-08-03 00:24:46.337266 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=1018 gen=76
2026-08-03 00:24:46.553064 I VkTextCorrection: threshold len=3→len=9 score=0,096 thr=0,140 ○
2026-08-03 00:24:46.554108 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=1020 gen=76
2026-08-03 00:24:46.695824 I VkTextCorrection: threshold len=4→len=4 score=0,297 thr=0,140 ✓
2026-08-03 00:24:46.697190 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:46.697373 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=true top=len=4 locale=en token=1020 gen=76
2026-08-03 00:24:46.921285 I VkTextCorrection: threshold len=5→len=9 score=0,189 thr=0,140 ✓
2026-08-03 00:24:46.921493 I VkAutocorrect: skipped: len=5 — expansion limit
2026-08-03 00:24:46.923259 I VkSuggestions: strip composing typedLen=5 candidates=15 autocorrect=false top=len=5 locale=en token=1022 gen=76
2026-08-03 00:24:47.049638 I VkTextCorrection: threshold len=6→len=6 score=0,349 thr=0,140 ✓
2026-08-03 00:24:47.051357 I VkAutocorrect: will correct: len=6 → len=6
2026-08-03 00:24:47.051551 I VkSuggestions: strip composing typedLen=6 candidates=11 autocorrect=true top=len=6 locale=en token=1022 gen=76
2026-08-03 00:24:47.970275 I VkAutocorrect: picked: len=6
2026-08-03 00:24:48.073342 I VkNgram: merge locale=en prev=len=6 preds=8 contextual=8 assets=true
2026-08-03 00:24:48.074887 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1022 gen=77
2026-08-03 00:24:48.652098 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=1024 gen=77
2026-08-03 00:24:48.812098 I VkTextCorrection: threshold len=2→len=2 score=0,000 thr=0,140 ○
2026-08-03 00:24:48.813144 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=1024 gen=77
2026-08-03 00:24:49.302027 I VkKeyPress: keys pressed=760
2026-08-03 00:24:49.417794 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=1025 gen=77
2026-08-03 00:24:49.715245 I VkKeyPreview: show burst=8 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:24:49.792898 I VkKeyPreview: dismiss burst=8 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:24:49.901326 I VkTextCorrection: threshold len=2→len=3 score=0,161 thr=0,140 ✓
2026-08-03 00:24:49.902638 I VkAutocorrect: will correct: len=2 → len=3
2026-08-03 00:24:49.902800 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=true top=len=2 locale=en token=1026 gen=77
2026-08-03 00:24:50.145561 I VkTextCorrection: threshold len=4→len=4 score=0,290 thr=0,140 ✓
2026-08-03 00:24:50.147007 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:50.147153 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=true top=len=4 locale=en token=1028 gen=77
2026-08-03 00:24:50.342298 I VkTextCorrection: threshold len=5→len=5 score=0,317 thr=0,140 ✓
2026-08-03 00:24:50.343155 I VkAutocorrect: will correct: len=5 → len=5
2026-08-03 00:24:50.343254 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=true top=len=5 locale=en token=1029 gen=77
2026-08-03 00:24:51.296951 I VkAutocorrect: picked: len=5
2026-08-03 00:24:51.400735 I VkNgram: merge locale=en prev=len=5 preds=8 contextual=8 assets=true
2026-08-03 00:24:51.402126 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=1029 gen=78
2026-08-03 00:24:51.704346 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=1031 gen=78
2026-08-03 00:24:51.945376 I VkTextCorrection: threshold len=3→len=3 score=0,430 thr=0,140 ✓
2026-08-03 00:24:51.946906 I VkAutocorrect: will correct: len=3 → len=4
2026-08-03 00:24:51.947037 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=true top=len=3 locale=en token=1032 gen=78
2026-08-03 00:24:52.189164 I VkTextCorrection: threshold len=4→len=4 score=0,411 thr=0,140 ✓
2026-08-03 00:24:52.190433 I VkAutocorrect: will correct: len=4 → len=4
2026-08-03 00:24:52.190576 I VkSuggestions: strip composing typedLen=4 candidates=12 autocorrect=true top=len=4 locale=en token=1034 gen=78
2026-08-03 00:24:52.239476 I VkAutocorrect: committed (typing): len=4 → len=4
2026-08-03 00:24:52.339929 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-03 00:24:52.340737 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=1034 gen=79
2026-08-03 00:24:52.778558 I VkKeyPreview: show burst=8 last=key=printable instant=true pool showing=1 free=1
