2026-08-02 13:13:08.462224 I LatinIME: IME handoff begun
2026-08-02 13:13:08.463957 I LatinIME: onFinishInputView
2026-08-02 13:13:08.537591 I VkTyping: ○ hidden
2026-08-02 13:13:08.545473 I LatinIME: After IME hidden: cleanup complete
2026-08-02 13:13:08.583961 I OnDeviceAssist: ○ assist (ime) task=topic_tags 2537ms: superseded
2026-08-02 13:13:08.818478 I LatinIME: requestHideSelf: 100
2026-08-02 13:13:23.273246 I LatinIME: onFinishInput
2026-08-02 13:15:55.223277 I LatinIME: onFinishInput
2026-08-02 13:16:15.586925 I LatinIME: Starting input. Cursor position = 0,0
2026-08-02 13:16:15.586999 I VkTyping: ▶ open restart=false pkg=len=18 inputType=180385
2026-08-02 13:16:16.041813 I VkLocaleAssets: preload predictors en-US
2026-08-02 13:16:16.159931 I VkNgram: merge locale=en prev=len=0 preds=8 contextual=0 assets=true
2026-08-02 13:16:16.160686 I VkTextCorrection: rerank prediction head len=3→len=1
2026-08-02 13:16:16.161374 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=1 locale=en token=717 gen=38
2026-08-02 13:16:16.374570 I VkKeyPreview: show burst=2 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:16.416298 I VkKeyPreview: dismiss burst=2 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:16.416438 I VkKeyPress: keys pressed=475
2026-08-02 13:16:16.870827 I VkNgram: merge locale=en prev=len=3 preds=8 contextual=0 assets=true
2026-08-02 13:16:16.871445 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=722 gen=38
2026-08-02 13:16:17.029434 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=0 assets=true
2026-08-02 13:16:17.507153 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=724 gen=38
2026-08-02 13:16:17.727735 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=725 gen=38
2026-08-02 13:16:17.857909 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=726 gen=38
2026-08-02 13:16:18.123122 I VkNgram: merge locale=en prev=len=0 preds=8 contextual=0 assets=true
2026-08-02 13:16:18.123695 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=727 gen=38
2026-08-02 13:16:19.062414 I VkNgram: merge locale=en prev=len=3 preds=8 contextual=8 assets=true
2026-08-02 13:16:19.064477 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=731 gen=38
2026-08-02 13:16:19.660413 I AdManager: resume-deferred fire suspended=false
2026-08-02 13:16:19.809817 I VkKeyPreview: show burst=7 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:19.865539 I VkKeyPreview: dismiss burst=7 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:19.865747 I VkKeyPress: keys pressed=487
2026-08-02 13:16:19.978594 I VkTextCorrection: rerank composing head len=2→len=4
2026-08-02 13:16:19.980044 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=734 gen=38
2026-08-02 13:16:20.187128 I VkTextCorrection: rerank composing head len=4→len=5
2026-08-02 13:16:20.187339 I VkTextCorrection: threshold len=3→len=5 score=0,000 thr=0,140 ○
2026-08-02 13:16:20.188155 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=735 gen=38
2026-08-02 13:16:20.473698 I VkSuggestions: strip composing typedLen=4 candidates=14 autocorrect=false top=len=4 locale=en token=736 gen=38
2026-08-02 13:16:20.785569 I VkAutocorrect: kept (typing): len=4
2026-08-02 13:16:20.888120 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-02 13:16:20.889231 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=737 gen=39
2026-08-02 13:16:22.184935 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=738 gen=39
2026-08-02 13:16:22.488209 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=739 gen=39
2026-08-02 13:16:22.732403 I VkTextCorrection: threshold len=3→len=5 score=0,109 thr=0,140 ○
2026-08-02 13:16:22.734066 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=740 gen=39
2026-08-02 13:16:22.904447 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=741 gen=39
2026-08-02 13:16:22.944986 I VkKeyPreview: show burst=8 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:22.996934 I VkKeyPreview: dismiss burst=8 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:22.997042 I VkKeyPress: keys pressed=496
2026-08-02 13:16:23.109677 I VkTextCorrection: threshold len=5→len=5 score=0,295 thr=0,140 ✓
2026-08-02 13:16:23.110491 I VkAutocorrect: will correct: len=5 → len=5
2026-08-02 13:16:23.110583 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=true top=len=5 locale=en token=742 gen=39
2026-08-02 13:16:24.101025 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=743 gen=39
2026-08-02 13:16:24.573343 I VkTextCorrection: threshold len=3→len=5 score=0,109 thr=0,140 ○
2026-08-02 13:16:24.574820 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=744 gen=39
2026-08-02 13:16:25.103341 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=745 gen=39
2026-08-02 13:16:26.278066 I VkKeyPress: keys pressed=500
2026-08-02 13:16:26.389038 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=746 gen=39
2026-08-02 13:16:27.765115 I VkKeyPreview: show burst=1 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:27.792020 I VkKeyPreview: dismiss burst=1 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:27.902834 I VkSuggestions: strip composing typedLen=2 candidates=13 autocorrect=false top=len=2 locale=en token=747 gen=39
2026-08-02 13:16:28.177275 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=748 gen=39
2026-08-02 13:16:28.346127 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=749 gen=39
2026-08-02 13:16:28.568314 I VkTextCorrection: threshold len=5→len=5 score=0,280 thr=0,140 ✓
2026-08-02 13:16:28.570001 I VkAutocorrect: will correct: len=5 → len=6
2026-08-02 13:16:28.570198 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=true top=len=5 locale=en token=750 gen=39
2026-08-02 13:16:29.634037 I VkKeyPress: keys pressed=505
2026-08-02 13:16:29.749127 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=751 gen=39
2026-08-02 13:16:30.400883 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=false top=len=5 locale=en token=752 gen=39
2026-08-02 13:16:31.133871 I VkAutocorrect: picked: len=5
2026-08-02 13:16:31.237300 I VkNgram: merge locale=en prev=len=5 preds=2 contextual=2 assets=true
2026-08-02 13:16:31.237737 I VkTextCorrection: rerank prediction head len=4→len=5
2026-08-02 13:16:31.238723 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=5 locale=en token=752 gen=40
2026-08-02 13:16:32.296284 I VkAutocorrect: picked: len=5
2026-08-02 13:16:32.400580 I VkNgram: merge locale=en prev=len=5 preds=1 contextual=1 assets=true
2026-08-02 13:16:32.401368 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=752 gen=41
2026-08-02 13:16:33.647050 I VkKeyPreview: show burst=5 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:33.728068 I VkKeyPreview: dismiss burst=5 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:33.728377 I VkKeyPress: keys pressed=507
2026-08-02 13:16:34.058293 I VkTextCorrection: rerank composing head len=3→len=4
2026-08-02 13:16:34.059620 I VkSuggestions: strip composing typedLen=3 candidates=12 autocorrect=false top=len=3 locale=en token=756 gen=41
2026-08-02 13:16:34.227788 I VkSuggestions: strip composing typedLen=4 candidates=13 autocorrect=false top=len=4 locale=en token=757 gen=41
2026-08-02 13:16:34.350162 I VkTextCorrection: threshold len=5→len=4 score=0,091 thr=0,140 ○
2026-08-02 13:16:34.351484 I VkSuggestions: strip composing typedLen=5 candidates=12 autocorrect=false top=len=5 locale=en token=757 gen=41
2026-08-02 13:16:35.257555 I VkAutocorrect: picked: len=4
2026-08-02 13:16:35.361470 I VkNgram: merge locale=en prev=len=4 preds=8 contextual=8 assets=true
2026-08-02 13:16:35.362568 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=757 gen=42
2026-08-02 13:16:35.643435 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=759 gen=42
2026-08-02 13:16:35.777752 I VkTextCorrection: threshold len=2→len=5 score=0,103 thr=0,140 ○
2026-08-02 13:16:35.779049 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=759 gen=42
2026-08-02 13:16:36.515057 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=761 gen=42
2026-08-02 13:16:36.673378 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=761 gen=42
2026-08-02 13:16:37.302397 I VkKeyPreview: show burst=7 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:37.344698 I VkKeyPreview: dismiss burst=7 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:37.344828 I VkKeyPress: keys pressed=516
2026-08-02 13:16:37.467298 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=762 gen=42
2026-08-02 13:16:38.142422 I VkTextCorrection: threshold len=2→len=2 score=0,224 thr=0,140 ✓
2026-08-02 13:16:38.143707 I VkAutocorrect: will correct: len=2 → len=2
2026-08-02 13:16:38.143874 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=true top=len=2 locale=en token=763 gen=42
2026-08-02 13:16:38.897978 I VkTextCorrection: threshold len=4→len=9 score=0,000 thr=0,140 ○
2026-08-02 13:16:38.899082 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=765 gen=42
2026-08-02 13:16:39.131242 I VkTextCorrection: threshold len=5→len=5 score=0,208 thr=0,140 ✓
2026-08-02 13:16:39.133203 I VkAutocorrect: will correct: len=5 → len=5
2026-08-02 13:16:39.133421 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=true top=len=5 locale=en token=767 gen=42
2026-08-02 13:16:39.256624 I VkTextCorrection: threshold len=6→len=6 score=0,000 thr=0,140 ○
2026-08-02 13:16:39.257418 I VkSuggestions: strip composing typedLen=6 candidates=15 autocorrect=false top=len=6 locale=en token=767 gen=42
2026-08-02 13:16:39.962857 I VkTextCorrection: threshold len=5→len=5 score=0,208 thr=0,140 ✓
2026-08-02 13:16:39.964015 I VkAutocorrect: will correct: len=5 → len=5
2026-08-02 13:16:39.964163 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=true top=len=5 locale=en token=769 gen=42
2026-08-02 13:16:40.122936 I VkTextCorrection: threshold len=4→len=9 score=0,000 thr=0,140 ○
2026-08-02 13:16:40.124407 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=false top=len=4 locale=en token=770 gen=42
2026-08-02 13:16:40.271648 I VkTextCorrection: threshold len=3→len=3 score=0,104 thr=0,140 ○
2026-08-02 13:16:40.272685 I VkSuggestions: strip composing typedLen=3 candidates=15 autocorrect=false top=len=3 locale=en token=771 gen=42
2026-08-02 13:16:40.409385 I VkTextCorrection: threshold len=2→len=2 score=0,224 thr=0,140 ✓
2026-08-02 13:16:40.410470 I VkAutocorrect: will correct: len=2 → len=2
2026-08-02 13:16:40.410569 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=true top=len=2 locale=en token=772 gen=42
2026-08-02 13:16:40.473925 I VkKeyPress: keys pressed=526
2026-08-02 13:16:40.584970 I VkSuggestions: strip composing typedLen=1 candidates=13 autocorrect=false top=len=1 locale=en token=772 gen=42
2026-08-02 13:16:41.209120 I VkAutocorrect: kept (typing): len=1
2026-08-02 13:16:41.310535 I VkNgram: merge locale=en prev=len=1 preds=8 contextual=8 assets=true
2026-08-02 13:16:41.311296 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=773 gen=43
2026-08-02 13:16:41.503211 I VkKeyPreview: show burst=6 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:41.559712 I VkKeyPreview: dismiss burst=6 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:41.675846 I VkSuggestions: strip composing typedLen=1 candidates=14 autocorrect=false top=len=1 locale=en token=775 gen=43
2026-08-02 13:16:41.808524 I VkTextCorrection: rerank composing head len=2→len=3
2026-08-02 13:16:41.808870 I VkTextCorrection: threshold len=2→len=5 score=0,141 thr=0,140 ✓
2026-08-02 13:16:41.808990 I VkAutocorrect: skipped: len=2 — expansion limit
2026-08-02 13:16:41.810573 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=775 gen=43
2026-08-02 13:16:42.035333 I VkTextCorrection: rerank composing head len=5→len=2
2026-08-02 13:16:42.035829 I VkTextCorrection: threshold len=3→len=2 score=0,000 thr=0,140 ○
2026-08-02 13:16:42.037322 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=776 gen=43
2026-08-02 13:16:42.340621 I VkTextCorrection: threshold len=5→len=5 score=0,360 thr=0,140 ✓
2026-08-02 13:16:42.344532 I VkAutocorrect: will correct: len=5 → len=5
2026-08-02 13:16:42.344840 I VkSuggestions: strip composing typedLen=5 candidates=14 autocorrect=true top=len=5 locale=en token=778 gen=43
2026-08-02 13:16:43.016376 I VkAutocorrect: picked: len=5
2026-08-02 13:16:43.119320 I VkNgram: merge locale=en prev=len=5 preds=8 contextual=8 assets=true
2026-08-02 13:16:43.121307 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=778 gen=44
2026-08-02 13:16:43.507715 I VkKeyPress: keys pressed=533
2026-08-02 13:16:43.754911 I VkTextCorrection: threshold len=2→len=2 score=0,250 thr=0,140 ✓
2026-08-02 13:16:43.759215 I VkSuggestions: strip composing typedLen=2 candidates=14 autocorrect=false top=len=2 locale=en token=781 gen=44
2026-08-02 13:16:43.928617 I VkSuggestions: strip composing typedLen=3 candidates=14 autocorrect=false top=len=3 locale=en token=781 gen=44
2026-08-02 13:16:44.657860 I VkKeyPreview: show burst=8 last=key=printable instant=true pool showing=1 free=1
2026-08-02 13:16:44.726804 I VkKeyPreview: dismiss burst=8 last=key=printable reason=release pool showing=0 free=2
2026-08-02 13:16:44.842647 I VkTextCorrection: threshold len=4→len=7 score=0,164 thr=0,140 ✓
2026-08-02 13:16:44.844309 I VkAutocorrect: will correct: len=4 → len=7
2026-08-02 13:16:44.844455 I VkSuggestions: strip composing typedLen=4 candidates=15 autocorrect=true top=len=4 locale=en token=782 gen=44
2026-08-02 13:16:45.954764 I VkAutocorrect: picked: len=7
2026-08-02 13:16:46.057815 I VkNgram: merge locale=en prev=len=7 preds=8 contextual=8 assets=true
2026-08-02 13:16:46.059377 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=782 gen=45
2026-08-02 13:16:47.232110 I VkKeyPress: keys pressed=537
2026-08-02 13:16:47.486028 I VkSuggestions: strip composing typedLen=2 candidates=12 autocorrect=false top=len=2 locale=en token=785 gen=45
2026-08-02 13:16:47.598421 I VkSuggestions: strip composing typedLen=3 candidates=13 autocorrect=false top=len=3 locale=en token=786 gen=45
2026-08-02 13:16:47.608448 I VkAutocorrect: kept (typing): len=3
2026-08-02 13:16:47.711582 I VkNgram: merge locale=en prev=len=3 preds=8 contextual=8 assets=true
2026-08-02 13:16:47.712848 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=4 locale=en token=786 gen=46
2026-08-02 13:16:48.303110 I LatinIME: hideWindow
2026-08-02 13:16:48.317100 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-02 13:16:48.317235 I LatinIME: IME handoff begun
2026-08-02 13:16:48.318306 I LatinIME: onFinishInputView
2026-08-02 13:16:48.378092 I VkTyping: ○ hidden
2026-08-02 13:16:48.390853 I LatinIME: After IME hidden: cleanup complete
2026-08-02 13:16:48.662082 I LatinIME: requestHideSelf: 100
2026-08-02 13:19:06.473364 I LatinIME: onFinishInput
2026-08-02 17:54:26.877062 I LatinIME: onFinishInput
2026-08-02 17:54:34.604270 I LatinIME: onFinishInput
2026-08-02 17:54:40.267007 I LatinIME: onFinishInput
2026-08-02 17:54:40.737111 I LatinIME: onFinishInput
2026-08-02 17:54:55.484926 I LatinIME: onFinishInput
2026-08-02 17:55:04.940826 I LatinIME: onFinishInput
2026-08-02 17:55:11.000730 I LatinIME: onFinishInput
2026-08-02 17:55:59.848466 I LatinIME: onFinishInput
2026-08-02 17:57:22.480718 I LatinIME: onFinishInput
2026-08-02 17:57:22.566508 I LatinIME: onFinishInput
2026-08-02 17:57:38.811179 I LatinIME: onFinishInput
2026-08-02 17:57:48.314149 I LatinIME: onFinishInput
2026-08-02 18:17:52.358756 I LatinIME: onFinishInput
2026-08-02 18:17:55.723250 I LatinIME: onFinishInput
2026-08-02 18:17:57.657240 I LatinIME: onFinishInput
2026-08-02 18:17:57.735833 I LatinIME: onFinishInput
2026-08-02 18:18:32.099179 I LatinIME: onFinishInput
2026-08-02 18:18:56.581952 I LatinIME: onFinishInput
2026-08-02 18:19:10.892647 I LatinIME: onFinishInput
2026-08-02 18:19:29.707620 I LatinIME: onFinishInput
2026-08-02 18:23:10.296659 I LatinIME: onFinishInput
2026-08-02 18:23:18.072027 I LatinIME: onFinishInput
2026-08-02 18:23:44.537471 I LatinIME: onFinishInput
2026-08-02 18:34:59.152367 I LatinIME: onFinishInput
2026-08-02 18:35:01.756027 I LatinIME: onFinishInput
2026-08-02 18:42:04.574246 I LatinIME: onFinishInput
2026-08-02 18:43:37.698046 I LatinIME: onFinishInput
2026-08-02 18:43:38.865104 I LatinIME: onFinishInput
2026-08-02 18:45:19.943783 I LatinIME: onFinishInput
2026-08-02 18:47:12.289398 I LatinIME: onFinishInput
2026-08-02 18:51:24.960902 I LatinIME: onFinishInput
2026-08-02 18:57:40.855859 I LatinIME: onFinishInput
2026-08-02 18:57:42.173199 I LatinIME: onFinishInput
2026-08-02 19:09:26.754514 I LatinIME: onFinishInput
2026-08-02 20:02:39.522267 I LatinIME: onFinishInput
2026-08-02 20:02:59.518512 I LatinIME: onFinishInput
2026-08-02 20:03:55.381171 I LatinIME: onFinishInput
2026-08-02 23:58:09.714267 I LatinIME: onFinishInput
2026-08-02 23:59:09.699953 I LatinIME: onFinishInput
2026-08-02 23:59:50.624446 I LatinIME: onFinishInput
2026-08-03 00:00:21.514664 I LatinIME: onFinishInput
2026-08-03 00:01:08.243715 I LatinIME: onFinishInput
2026-08-03 00:02:07.729166 I LatinIME: onFinishInput
2026-08-03 00:03:18.925233 I LatinIME: onFinishInput
2026-08-03 00:07:47.871531 I LatinIME: onFinishInput
2026-08-03 00:08:11.558637 I LatinIME: onFinishInput
2026-08-03 00:08:32.941595 I LatinIME: onFinishInput
2026-08-03 00:11:56.186361 I LatinIME: onFinishInput
2026-08-03 00:11:56.246878 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 00:11:56.247031 I VkTyping: ▶ open restart=false pkg=len=19 inputType=180225
2026-08-03 00:11:56.381939 I QuotaManager: Refilled unified AI free credits for new calendar day
2026-08-03 00:11:56.730428 I VkLocaleAssets: preload predictors en-US
2026-08-03 00:11:56.852293 I VkNgram: merge locale=en prev=len=0 preds=8 contextual=0 assets=true
2026-08-03 00:11:56.854307 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=789 gen=46
2026-08-03 00:11:57.852036 I LatinIME: IME handoff begun
2026-08-03 00:11:57.872461 I LatinIME: requestHideSelf: 100
2026-08-03 00:11:57.912208 I LatinIME: Restarting input. Cursor position = -1,-1
2026-08-03 00:11:57.912334 I VkTyping: ▶ open restart=true pkg=len=19 inputType=0
2026-08-03 00:11:57.912673 I InputAttributes: InputType.TYPE_NULL is specified
2026-08-03 00:11:58.107283 I LatinIME: onWindowShown: skip ad resume — IME picker / TYPE_NULL field
2026-08-03 00:11:58.107884 I LatinIME: hideWindow
2026-08-03 00:11:58.111631 I LatinIME: IME handoff begun
2026-08-03 00:11:58.113314 I LatinIME: onFinishInputView
2026-08-03 00:11:58.195742 I VkTyping: ○ hidden
2026-08-03 00:11:58.203375 I LatinIME: After IME hidden: cleanup complete
2026-08-03 00:11:58.400447 I VkLocaleAssets: preload predictors en-US
2026-08-03 00:11:58.483443 I LatinIME: requestHideSelf: 100
2026-08-03 00:11:59.276999 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-03 00:11:59.277435 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 00:11:59.277493 I VkTyping: ▶ open restart=false pkg=len=19 inputType=180225
2026-08-03 00:11:59.289329 I VkDictionaries: ✓ open emoji en-US
2026-08-03 00:11:59.739885 I VkLocaleAssets: preload predictors en-US
2026-08-03 00:11:59.860114 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=3 locale=en token=794 gen=46
2026-08-03 00:12:00.703248 I LatinIME: IME handoff begun
2026-08-03 00:12:00.738488 I LatinIME: requestHideSelf: 100
2026-08-03 00:12:00.744295 I LatinIME: Restarting input. Cursor position = -1,-1
2026-08-03 00:12:00.744442 I VkTyping: ▶ open restart=true pkg=len=19 inputType=0
2026-08-03 00:12:00.744854 I InputAttributes: InputType.TYPE_NULL is specified
2026-08-03 00:12:00.970144 I LatinIME: onWindowShown: skip ad resume — IME picker / TYPE_NULL field
2026-08-03 00:12:01.015766 I LatinIME: hideWindow
2026-08-03 00:12:01.028346 I LatinIME: IME handoff begun
2026-08-03 00:12:01.030534 I LatinIME: onFinishInputView
2026-08-03 00:12:01.103621 I VkTyping: ○ hidden
2026-08-03 00:12:01.113326 I LatinIME: After IME hidden: cleanup complete
2026-08-03 00:12:01.208088 I VkLocaleAssets: preload predictors en-US
2026-08-03 00:12:01.397475 I LatinIME: requestHideSelf: 100
2026-08-03 00:12:03.588249 I AdManager: resume-deferred fire suspended=false
2026-08-03 00:12:16.071644 I LatinIME: onFinishInput
2026-08-03 00:12:33.139235 I LatinIME: onFinishInput
2026-08-03 00:12:49.508730 I LatinIME: onFinishInput
2026-08-03 00:14:03.744725 I LatinIME: onFinishInput
2026-08-03 00:14:24.797323 I LatinIME: onFinishInput
2026-08-03 00:14:36.929437 I LatinIME: onFinishInput
2026-08-03 00:14:38.145527 I LatinIME: onFinishInput
2026-08-03 00:15:07.638550 I LatinIME: onFinishInput
2026-08-03 00:15:10.164912 I LatinIME: onFinishInput
2026-08-03 00:15:11.595929 I LatinIME: onFinishInput
2026-08-03 00:15:11.633770 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-03 00:15:11.634172 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 00:15:11.634225 I VkTyping: ▶ open restart=false pkg=len=18 inputType=524305
2026-08-03 00:15:11.639819 I VkDictionaries: ✓ open emoji en-US
2026-08-03 00:15:11.905522 I LatinIME: Restarting input. Cursor position = 0,0
2026-08-03 00:15:11.905599 I VkTyping: ▶ open restart=true pkg=len=18 inputType=524305
2026-08-03 00:15:12.089495 I VkLocaleAssets: preload predictors en-US
2026-08-03 00:15:12.199432 I VkTextCorrection: rerank prediction head len=3→len=1
2026-08-03 00:15:12.199716 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=1 locale=en token=799 gen=46
2026-08-03 00:15:14.339213 I AdManager: Ads marked suspended (fast, no WebView/OMID touch)
2026-08-03 00:15:14.339543 I LatinIME: IME handoff begun
2026-08-03 00:15:14.355595 I LatinIME: requestHideSelf: 0
2026-08-03 00:15:14.357219 I LatinIME: hideWindow
2026-08-03 00:15:14.366384 I LatinIME: onFinishInputView
2026-08-03 00:15:14.450343 I VkTyping: ○ hidden
2026-08-03 00:15:14.456823 I LatinIME: After IME hidden: cleanup complete
2026-08-03 00:15:14.770958 I LatinIME: requestHideSelf: 100
2026-08-03 00:15:52.290310 I LatinIME: onFinishInput
2026-08-03 00:16:51.542429 I LatinIME: onFinishInput
2026-08-03 00:16:53.295661 I LatinIME: onFinishInput
2026-08-03 00:16:56.339554 I LatinIME: onFinishInput
2026-08-03 00:17:15.450814 I LatinIME: onFinishInput
2026-08-03 00:17:58.200454 I LatinIME: onFinishInput
2026-08-03 00:18:03.872705 I LatinIME: onFinishInput
2026-08-03 00:18:52.489821 I LatinIME: onFinishInput
2026-08-03 00:19:50.153125 I LatinIME: onFinishInput
2026-08-03 00:22:00.926913 I LatinIME: onFinishInput
2026-08-03 00:22:03.866253 I LatinIME: onFinishInput
2026-08-03 00:22:51.420347 I LatinIME: onFinishInput
2026-08-03 00:23:05.457986 I LatinIME: onFinishInput
2026-08-03 00:23:05.514727 I LatinIME: Starting input. Cursor position = 0,0
2026-08-03 00:23:05.514903 I VkTyping: ▶ open restart=false pkg=len=18 inputType=524305
2026-08-03 00:23:05.985320 I VkLocaleAssets: preload predictors en-US
2026-08-03 00:23:06.090494 I VkTextCorrection: rerank prediction head len=3→len=1
2026-08-03 00:23:06.091649 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=1 locale=en token=801 gen=46
2026-08-03 00:23:07.095941 I VkKeyPreview: show burst=4 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:07.181060 I VkKeyPreview: dismiss burst=4 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:07.181299 I VkKeyPress: keys pressed=541
2026-08-03 00:23:07.318859 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=802 gen=46
2026-08-03 00:23:07.642266 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=803 gen=46
2026-08-03 00:23:09.115815 I VkNgram: merge locale=en prev=len=2 preds=8 contextual=0 assets=true
2026-08-03 00:23:09.116031 I VkTextCorrection: rerank prediction head len=3→len=2
2026-08-03 00:23:09.116490 I VkSuggestions: strip prediction typedLen=0 candidates=3 autocorrect=false top=len=2 locale=en token=804 gen=46
2026-08-03 00:23:09.177819 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=805 gen=46
2026-08-03 00:23:09.348876 I VkSuggestions: strip composing typedLen=1 candidates=15 autocorrect=false top=len=1 locale=en token=805 gen=46
2026-08-03 00:23:09.857809 I AdManager: resume-deferred fire suspended=false
2026-08-03 00:23:10.201855 I VkSuggestions: strip composing typedLen=2 candidates=15 autocorrect=false top=len=2 locale=en token=806 gen=46
2026-08-03 00:23:10.297672 I VkKeyPreview: show burst=3 last=key=printable instant=true pool showing=1 free=1
2026-08-03 00:23:10.408310 I VkKeyPreview: dismiss burst=3 last=key=printable reason=release pool showing=0 free=2
2026-08-03 00:23:10.408600 I VkKeyPress: keys pressed=546
